accidentDate,accidentTime,accidentDay,settlementType,settlement,district,streetType,streetName,houseNumber,locationComments,accidentType,mainAccidentCause,totalParticipantsAmount,injuryStatusParticipant1,injuryStatusParticipant2,injuryStatusParticipant3,injuryStatusParticipant4,injuryStatusParticipant5,injuryStatusParticipant6,injuryStatusParticipant7,injuryStatusParticipant8,injuryStatusParticipant9,injuryStatusParticipant10,injuryStatusParticipant11,latitude,longitude,cluster
2024-08-05,3:25:00 PM,понеділок,місто,Винники,Личаківський,вулиця,Івасюка В.,,вул. Івасюка В. - вул. Винна гора,зіткнення з задньою частиною тз,порушення правил маневрування,3,легко травмований,легко травмований,легко травмований,,,,,,,,,49.823345,24.136995,1
2024-08-07,5:34:00 PM,середа,місто,Львів,Франківський,вулиця,Наукова,53,,наїзд на пішохода - пішохід рухався у попутному напрямку,"порушення правил під час зміни напрямку руху, не пов’язане з перестроюванням",2,без ушкоджень,легко травмований,,,,,,,,,,49.804286,23.986689,0
2024-07-29,9:27:00 AM,понеділок,місто,Львів,Залізничний,вулиця,Чернівецька,9,,наїзд на пішохода - пішохід рухався у попутному напрямку,неочікуваний вихід на проїжджу частину,2,без ушкоджень,легко травмований,,,,,,,,,,49.837474,23.999113,0
2024-08-03,6:52:00 PM,субота,місто,Львів,Франківський,вулиця,Коновальця Є.,78,,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.829024,24.000556,0
2024-08-06,6:35:00 PM,вівторок,місто,Львів,Залізничний,вулиця,Городоцька,249,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил під час перестроювання,2,без ушкоджень,легко травмований,,,,,,,,,,49.830647,23.968735,0
2024-07-19,4:30:00 PM,п'ятниця,місто,Львів,Франківський,вулиця,Кобилиці Л.,,вул. Кобилиці Л. - вул. Княгині Ольги,зіткнення бокове,порушення правил проїзду перехресть,3,без ушкоджень,легко травмований,легко травмований,,,,,,,,,49.815849,24.00193,0
2024-08-01,2:59:00 PM,четвер,місто,Львів,Франківський,вулиця,Володимира Великого,105,,наїзд на інші види перешкод,порушення правил маневрування,1,легко травмований,,,,,,,,,,,49.81111,23.993132,0
2024-07-15,9:10:00 AM,понеділок,місто,Львів,Франківський,вулиця,Кульпарківська,37,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.830305,23.990546,0
2024-07-17,8:07:00 PM,середа,місто,Львів,Галицький,вулиця,Шевченка Т.,1,,наїзд на пішохода - на нерегульованому пішохідному переході,недодержання дистанції,2,без ушкоджень,легко травмований,,,,,,,,,,49.842902,24.015985,4
2024-07-16,5:05:00 PM,вівторок,село,Малехів,Шевченківський,вулиця,Дороша Тараса,20,,зіткнення лобове,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,,,,,,,,,,49.876903,24.066684,4
2024-08-02,3:01:00 PM,п'ятниця,місто,Львів,Сихівський,вулиця,Стрийська,,,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.812332,24.019686,2
2024-07-31,12:47:00 PM,середа,місто,Львів,Галицький,вулиця,Вітовського Д.,41,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.83017,24.023924,4
2024-07-12,9:10:00 AM,п'ятниця,місто,Львів,Личаківський,вулиця,Личаківська,5,,наїзд на пішохода - на регульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.839792,24.037824,4
2024-07-31,2:52:00 AM,середа,місто,Львів,Сихівський,проспект,"Святого Івана Павла ІІ, просп.",8,,зіткнення з задньою частиною тз,порушення правил маневрування,1,легко травмований,,,,,,,,,,,49.800311,24.029143,2
2024-08-05,11:46:00 AM,понеділок,місто,Львів,Залізничний,вулиця,Кульпарківська,156,,перекидання тз,порушення правил маневрування,1,легко травмований,,,,,,,,,,,49.816125,23.985558,0
2024-07-25,10:20:00 AM,четвер,місто,Львів,Личаківський,вулиця,Мечникова І.,16,,зіткнення з задньою частиною тз,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.831993,24.049603,4
2024-06-29,6:01:00 PM,субота,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",,просп. Чорновола В. - вул. Липинського В.,наїзд на велосипедиста - на велосипедній доріжці,порушення правил маневрування,2,без ушкоджень,легко травмований,,,,,,,,,,49.857312,24.022679,4
2024-07-13,5:39:00 PM,субота,місто,Львів,Личаківський,вулиця,Зелена,131,,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,,,,,,,,,49.818313,24.058557,2
